id	chromosome	start	end	length	total_kmers	matched_kmer_positions	match_count	match_fraction
negative_614	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	163679154	163680148	994	970	175	200	0.180412
negative_615	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	119242008	119242973	965	941	173	192	0.183847
negative_616	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	115254265	115255210	945	921	182	196	0.197611
negative_617	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	134544821	134545821	1000	976	178	201	0.182377
negative_618	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	183449377	183450332	955	931	180	203	0.193340
negative_619	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	81188995	81189954	959	935	146	163	0.156150
negative_620	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	243717134	243718085	951	927	182	204	0.196332
negative_621	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	12184559	12185412	853	829	148	166	0.178528
negative_622	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	212988847	212989817	970	946	167	190	0.176533
negative_623	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	195630034	195631013	979	955	189	203	0.197906
negative_624	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	136863228	136864095	867	843	151	171	0.179122
negative_625	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	100322948	100323918	970	946	183	210	0.193446
negative_626	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	199600026	199601025	999	975	154	175	0.157949
negative_627	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	39266101	39266972	871	847	115	130	0.135773
negative_628	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	22807918	22808783	865	841	154	178	0.183115
negative_629	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	43840601	43841581	980	956	179	214	0.187238
negative_630	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	240410297	240411214	917	893	186	210	0.208287
negative_631	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	160389457	160390388	931	907	173	189	0.190739
negative_632	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	168167996	168168993	997	973	187	208	0.192189
negative_633	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	221082117	221083006	889	865	169	190	0.195376
negative_634	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	67002749	67003724	975	951	184	204	0.193481
negative_635	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	230564934	230565830	896	872	144	168	0.165138
negative_636	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	85876298	85877248	950	926	177	194	0.191145
negative_637	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	130952125	130952996	871	847	136	160	0.160567
negative_638	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	186556653	186557608	955	931	179	198	0.192266
negative_639	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	115442880	115443825	945	921	223	247	0.242128
negative_640	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	61531178	61532052	874	850	157	173	0.184706
negative_641	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	119705022	119706019	997	973	180	213	0.184995
negative_642	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	127590147	127591021	874	850	162	183	0.190588
negative_643	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	238307948	238308880	932	908	174	189	0.191630
negative_644	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	145331370	145332276	906	882	163	183	0.184807
negative_645	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	183181565	183182422	857	833	165	183	0.198079
negative_646	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	159428122	159429049	927	903	171	195	0.189369
negative_647	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	208200568	208201430	862	838	151	172	0.180191
negative_648	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	22755767	22756766	999	975	179	197	0.183590
negative_649	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	12802647	12803542	895	871	148	166	0.169920
negative_650	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	9946528	9947447	919	895	145	167	0.162011
negative_651	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	144609707	144610557	850	826	147	163	0.177966
negative_652	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	163864707	163865607	900	876	170	202	0.194064
negative_653	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	8832660	8833660	1000	976	190	207	0.194672
negative_654	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	91968673	91969533	860	836	167	185	0.199761
negative_655	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	143735672	143736558	886	862	144	153	0.167053
negative_656	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	217374230	217375149	919	895	167	194	0.186592
negative_657	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	158377931	158378903	972	948	167	185	0.176160
negative_658	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	137725688	137726566	878	854	140	157	0.163934
negative_659	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	241830438	241831316	878	854	154	175	0.180328
negative_660	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	104247114	104247978	864	840	156	174	0.185714
negative_661	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	164608476	164609343	867	843	148	170	0.175563
negative_662	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	35606148	35607105	957	933	155	181	0.166131
negative_663	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	220329888	220330803	915	891	160	178	0.179574
negative_664	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	249147682	249148542	860	836	146	159	0.174641
negative_665	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	180034296	180035153	857	833	146	168	0.175270
negative_666	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	203680627	203681565	938	914	157	170	0.171772
negative_667	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	196263364	196264364	1000	976	174	190	0.178279
negative_668	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	29310256	29311227	971	947	179	206	0.189018
negative_669	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	112188201	112189123	922	898	183	207	0.203786
negative_670	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	125829561	125830537	976	952	174	192	0.182773
negative_671	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	198038224	198039192	968	944	167	188	0.176907
negative_672	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	181623550	181624413	863	839	152	172	0.181168
negative_673	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	167862976	167863837	861	837	131	148	0.156511
negative_674	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	85531617	85532519	902	878	166	184	0.189066
negative_675	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	17120083	17120968	885	861	162	186	0.188153
negative_676	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	109850	110822	972	948	159	177	0.167722
negative_677	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	50536026	50536970	944	920	178	205	0.193478
negative_678	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	48056913	48057850	937	913	150	166	0.164294
negative_679	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	182320834	182321723	889	865	135	142	0.156069
negative_680	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	120709888	120710844	956	932	174	201	0.186695
negative_681	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	78432763	78433648	885	861	172	190	0.199768
negative_682	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	209832819	209833739	920	896	176	194	0.196429
negative_683	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	48389043	48389943	900	876	136	154	0.155251
negative_684	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	94315331	94316280	949	925	166	194	0.179459
negative_685	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	81854672	81855575	903	879	159	187	0.180887
negative_686	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	140226334	140227186	852	828	167	194	0.201691
negative_687	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	232069477	232070445	968	944	175	197	0.185381
negative_688	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	188553335	188554249	914	890	179	197	0.201124
negative_689	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	33963944	33964890	946	922	162	189	0.175705
negative_690	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	175928076	175929001	925	901	184	203	0.204218
negative_691	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	82526993	82527911	918	894	179	205	0.200224
negative_692	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	158023833	158024812	979	955	172	188	0.180105
negative_693	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	151218359	151219231	872	848	168	186	0.198113
negative_694	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	113783673	113784654	981	957	178	194	0.185998
negative_695	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	66717355	66718321	966	942	166	192	0.176221
negative_696	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	79770364	79771323	959	935	176	201	0.188235
negative_697	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	19725580	19726552	972	948	154	171	0.162447
negative_698	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	177303394	177304379	985	961	174	192	0.181061
negative_699	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	170654676	170655582	906	882	156	172	0.176871
negative_700	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	49029916	49030813	897	873	152	166	0.174112
negative_701	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	215774666	215775607	941	917	188	209	0.205016
negative_702	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	131532711	131533566	855	831	178	198	0.214200
negative_703	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	113891269	113892268	999	975	162	179	0.166154
negative_704	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	92144350	92145284	934	910	152	176	0.167033
negative_705	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	124834070	124834980	910	886	153	174	0.172686
negative_706	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	215580160	215581136	976	952	156	180	0.163866
negative_707	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	66849514	66850389	875	851	164	188	0.192714
negative_708	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	165626691	165627661	970	946	186	210	0.196617
negative_709	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	229738990	229739893	903	879	170	179	0.193402
negative_710	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	90655100	90656061	961	937	168	192	0.179296
negative_711	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	79265122	79266011	889	865	165	185	0.190751
negative_712	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	144698483	144699482	999	975	176	193	0.180513
negative_713	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	16037715	16038636	921	897	169	194	0.188406
negative_714	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	134076027	134076975	948	924	179	195	0.193723
negative_715	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	108141634	108142522	888	864	158	179	0.182870
negative_716	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	216706659	216707643	984	960	183	215	0.190625
negative_717	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	233032742	233033641	899	875	162	169	0.185143
negative_718	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	172037267	172038165	898	874	156	169	0.178490
negative_719	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	87034746	87035736	990	966	187	208	0.193582
negative_720	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	56948928	56949809	881	857	164	182	0.191365
negative_721	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	7178613	7179531	918	894	152	171	0.170022
negative_722	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	106029057	106029930	873	849	153	170	0.180212
negative_723	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	188106574	188107487	913	889	168	179	0.188976
negative_724	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	46297466	46298321	855	831	164	181	0.197353
negative_725	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	196123547	196124510	963	939	181	196	0.192758
negative_726	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	201141679	201142650	971	947	200	237	0.211193
negative_727	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	245139400	245140393	993	969	162	175	0.167183
negative_728	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	195174923	195175841	918	894	175	204	0.195749
negative_729	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	237631891	237632876	985	961	156	168	0.162331
negative_730	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	200548347	200549319	972	948	158	180	0.166667
negative_731	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	195383054	195383979	925	901	168	185	0.186459
negative_732	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	209352457	209353417	960	936	164	185	0.175214
negative_733	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	195463491	195464458	967	943	184	213	0.195122
negative_734	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	73264628	73265523	895	871	172	183	0.197474
negative_735	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	62843050	62843989	939	915	158	178	0.172678
negative_736	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	47538526	47539397	871	847	159	185	0.187721
negative_737	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	181531385	181532342	957	933	178	203	0.190782
negative_738	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	203764728	203765638	910	886	201	231	0.226862
negative_739	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	121865885	121866835	950	926	153	175	0.165227
negative_740	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	115996756	115997664	908	884	172	190	0.194570
negative_741	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	160124526	160125438	912	888	154	170	0.173423
negative_742	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	154618320	154619181	861	837	149	169	0.178017
negative_743	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	129311387	129312306	919	895	159	180	0.177654
negative_744	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	163155547	163156443	896	872	161	183	0.184633
negative_745	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	248097119	248098075	956	932	173	206	0.185622
negative_746	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	204694600	204695473	873	849	153	177	0.180212
negative_747	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	19116804	19117751	947	923	174	190	0.188516
negative_748	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	83557071	83558052	981	957	162	193	0.169279
negative_749	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	59879323	59880181	858	834	147	174	0.176259
negative_750	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	245327837	245328799	962	938	173	195	0.184435
negative_751	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	124551110	124552022	912	888	170	188	0.191441
negative_752	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	35609702	35610693	991	967	176	190	0.182006
negative_753	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	218322051	218323018	967	943	180	197	0.190880
negative_754	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	210978073	210978940	867	843	162	188	0.192171
negative_755	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	16878444	16879363	919	895	163	181	0.182123
negative_756	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	161189994	161190985	991	967	186	207	0.192347
negative_757	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	214220123	214221059	936	912	183	213	0.200658
negative_758	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	174483475	174484475	1000	976	178	191	0.182377
negative_759	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	161099413	161100315	902	878	166	184	0.189066
negative_760	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	139448823	139449798	975	951	173	194	0.181914
negative_761	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	172104089	172105019	930	906	176	189	0.194260
negative_762	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	194223369	194224288	919	895	186	198	0.207821
negative_763	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	37285391	37286273	882	858	152	168	0.177156
negative_764	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	126823402	126824276	874	850	170	195	0.200000
negative_765	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	176074017	176074882	865	841	139	157	0.165279
negative_766	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	133346800	133347761	961	937	173	196	0.184632
negative_767	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	120264859	120265851	992	968	189	215	0.195248
negative_768	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	146457209	146458169	960	936	197	224	0.210470
negative_769	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	82225493	82226367	874	850	147	164	0.172941
negative_770	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	186252732	186253695	963	939	166	192	0.176784
negative_771	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	150084086	150085006	920	896	167	189	0.186384
negative_772	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	228515951	228516939	988	964	167	185	0.173237
negative_773	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	89995875	89996807	932	908	169	190	0.186123
negative_774	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	123148169	123149124	955	931	174	192	0.186896
negative_775	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	157115307	157116198	891	867	139	156	0.160323
negative_776	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	34156423	34157345	922	898	183	202	0.203786
negative_777	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	31939970	31940825	855	831	168	197	0.202166
negative_778	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	61389143	61390136	993	969	175	201	0.180599
negative_779	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	165065132	165066009	877	853	158	182	0.185229
negative_780	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	158354143	158355007	864	840	158	182	0.188095
negative_781	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	229492515	229493369	854	830	155	171	0.186747
negative_782	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	180538480	180539363	883	859	144	157	0.167637
negative_783	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	185316164	185317159	995	971	189	220	0.194645
negative_784	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	98359336	98360256	920	896	162	184	0.180804
negative_785	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	216681130	216682124	994	970	190	222	0.195876
negative_786	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	124414949	124415832	883	859	143	160	0.166473
negative_787	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	248196058	248196934	876	852	144	167	0.169014
negative_788	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	81737705	81738602	897	873	153	179	0.175258
negative_789	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	127783395	127784258	863	839	130	145	0.154946
negative_790	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	186182401	186183375	974	950	158	186	0.166316
negative_791	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	25252450	25253375	925	901	158	170	0.175361
negative_792	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	62804844	62805726	882	858	151	174	0.175991
negative_793	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	170894258	170895109	851	827	162	177	0.195889
negative_794	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	50328563	50329504	941	917	180	202	0.196292
negative_795	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	90123565	90124528	963	939	164	184	0.174654
negative_796	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	27295796	27296675	879	855	152	175	0.177778
negative_797	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	181978220	181979070	850	826	142	153	0.171913
negative_798	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	83719614	83720576	962	938	180	202	0.191898
negative_799	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	242998538	242999505	967	943	191	213	0.202545
negative_800	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	168114891	168115882	991	967	188	217	0.194416
negative_801	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	118531476	118532442	966	942	179	200	0.190021
negative_802	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	155663951	155664810	859	835	157	174	0.188024
negative_803	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	204419577	204420537	960	936	177	216	0.189103
negative_804	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	105112977	105113883	906	882	153	171	0.173469
negative_805	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	206588312	206589169	857	833	151	172	0.181273
negative_806	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	203188072	203189046	974	950	182	203	0.191579
negative_807	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	99189683	99190555	872	848	132	150	0.155660
negative_808	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	55488310	55489277	967	943	133	154	0.141039
negative_809	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	141029351	141030332	981	957	175	200	0.182863
negative_810	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	77510173	77511096	923	899	157	180	0.174638
negative_811	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	11173365	11174215	850	826	148	163	0.179177
negative_812	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	243160887	243161828	941	917	151	172	0.164667
negative_813	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	213975998	213976873	875	851	154	167	0.180964
negative_814	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	117148293	117149155	862	838	158	188	0.188544
negative_815	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	225929466	225930338	872	848	152	165	0.179245
negative_816	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	66774400	66775281	881	857	151	172	0.176196
negative_817	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	31195251	31196119	868	844	142	153	0.168246
negative_818	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	71386684	71387667	983	959	174	192	0.181439
