transcript_id	gene_id	transcript_name	gene_name	high_confident_pass_count	genome_count
ENST00000761352.1	ENSG00000299164.1	ENST00000761352	ENSG00000299164	11	11
ENST00000761351.1	ENSG00000299164.1	ENST00000761351	ENSG00000299164	11	11
ENST00000761349.1	ENSG00000299164.1	ENST00000761349	ENSG00000299164	11	11
ENST00000761350.1	ENSG00000299164.1	ENST00000761350	ENSG00000299164	11	11
ENST00000761348.1	ENSG00000299164.1	ENST00000761348	ENSG00000299164	11	11
ENST00000761347.1	ENSG00000299164.1	ENST00000761347	ENSG00000299164	11	11
ENST00000615051.1	ENSG00000277247.1	ENST00000615051	ENSG00000277247	11	11
ENST00000793842.1	ENSG00000303349.1	ENST00000793842	ENSG00000303349	11	11
ENST00000830104.1	ENSG00000307962.1	ENST00000830104	ENSG00000307962	11	11
ENST00000831908.1	ENSG00000308137.1	ENST00000831908	ENSG00000308137	11	11
ENST00000552098.1	ENSG00000257265.1	ENST00000552098	ENSG00000257265	11	11
ENST00000716229.1	ENSG00000258053.2	ENST00000716229	ENSG00000258053	11	11
ENST00000733253.1	ENSG00000258053.2	ENST00000733253	ENSG00000258053	11	11
ENST00000615679.1	ENSG00000277223.1	ENST00000615679	ENSG00000277223	11	11
ENST00000546601.1	ENSG00000288530.1	ENST00000546601	ENSG00000288530	11	11
ENST00000660105.1	ENSG00000257761.3	ENST00000660105	ENSG00000257761	11	11
ENST00000819198.1	ENSG00000306515.1	ENST00000819198	ENSG00000306515	11	11
ENST00000842741.1	ENSG00000309638.1	ENST00000842741	ENSG00000309638	11	11
ENST00000842742.1	ENSG00000309638.1	ENST00000842742	ENSG00000309638	11	11
ENST00000549710.1	ENSG00000257515.1	ENST00000549710	ENSG00000257515	11	11
ENST00000552780.1	ENSG00000257410.1	ENST00000552780	ENSG00000257410	11	11
ENST00000548885.1	ENSG00000258115.1	ENST00000548885	ENSG00000258115	11	11
ENST00000667465.1	ENSG00000236333.5	TRHDE-AS1-221	TRHDE-AS1	11	11
ENST00000549957.1	ENSG00000236333.5	TRHDE-AS1-203	TRHDE-AS1	11	11
ENST00000663992.1	ENSG00000236333.5	TRHDE-AS1-217	TRHDE-AS1	11	11
ENST00000663541.1	ENSG00000236333.5	TRHDE-AS1-214	TRHDE-AS1	11	11
ENST00000663575.1	ENSG00000236333.5	TRHDE-AS1-215	TRHDE-AS1	11	11
ENST00000435350.2	ENSG00000236333.5	TRHDE-AS1-202	TRHDE-AS1	11	11
ENST00000659498.1	ENSG00000236333.5	TRHDE-AS1-210	TRHDE-AS1	11	11
ENST00000662127.1	ENSG00000236333.5	TRHDE-AS1-212	TRHDE-AS1	11	11
ENST00000655350.1	ENSG00000236333.5	TRHDE-AS1-206	TRHDE-AS1	11	11
ENST00000653894.1	ENSG00000236333.5	TRHDE-AS1-205	TRHDE-AS1	11	11
ENST00000668786.1	ENSG00000236333.5	TRHDE-AS1-223	TRHDE-AS1	11	11
ENST00000426250.4	ENSG00000236333.5	TRHDE-AS1-201	TRHDE-AS1	11	11
ENST00000668395.1	ENSG00000236333.5	TRHDE-AS1-222	TRHDE-AS1	11	11
ENST00000671462.1	ENSG00000236333.5	TRHDE-AS1-224	TRHDE-AS1	11	11
ENST00000667301.1	ENSG00000236333.5	TRHDE-AS1-220	TRHDE-AS1	11	11
ENST00000667144.1	ENSG00000236333.5	TRHDE-AS1-219	TRHDE-AS1	11	11
ENST00000663532.1	ENSG00000236333.5	TRHDE-AS1-213	TRHDE-AS1	11	11
ENST00000658779.1	ENSG00000236333.5	TRHDE-AS1-209	TRHDE-AS1	11	11
ENST00000663912.1	ENSG00000236333.5	TRHDE-AS1-216	TRHDE-AS1	11	11
ENST00000661366.1	ENSG00000236333.5	TRHDE-AS1-211	TRHDE-AS1	11	11
ENST00000550334.2	ENSG00000236333.5	TRHDE-AS1-204	TRHDE-AS1	11	11
ENST00000656147.1	ENSG00000236333.5	TRHDE-AS1-208	TRHDE-AS1	11	11
ENST00000655489.2	ENSG00000236333.5	TRHDE-AS1-207	TRHDE-AS1	11	11
ENST00000796620.1	ENSG00000236333.5	TRHDE-AS1-226	TRHDE-AS1	11	11
ENST00000796619.1	ENSG00000236333.5	TRHDE-AS1-225	TRHDE-AS1	11	11
ENST00000665830.1	ENSG00000236333.5	TRHDE-AS1-218	TRHDE-AS1	11	11
ENST00000781341.1	ENSG00000301751.1	ENST00000781341	ENSG00000301751	11	11
ENST00000727860.1	ENSG00000295081.1	ENST00000727860	ENSG00000295081	11	11
ENST00000727730.1	ENSG00000295067.1	ENST00000727730	ENSG00000295067	11	11
ENST00000747510.1	ENSG00000297369.1	ENST00000747510	ENSG00000297369	11	11
ENST00000551135.5	ENSG00000258294.6	ENST00000551135	ENSG00000258294	11	11
ENST00000552541.1	ENSG00000258294.6	ENST00000552541	ENSG00000258294	11	11
ENST00000552840.1	ENSG00000258294.6	ENST00000552840	ENSG00000258294	11	11
ENST00000814991.1	ENSG00000258294.6	ENST00000814991	ENSG00000258294	11	11
ENST00000814990.1	ENSG00000258294.6	ENST00000814990	ENSG00000258294	11	11
ENST00000548029.1	ENSG00000257682.1	ENST00000548029	ENSG00000257682	11	11
ENST00000726972.1	ENSG00000294955.1	ENST00000726972	ENSG00000294955	11	11
ENST00000809337.1	ENSG00000257750.3	LINC02445-204	LINC02445	11	11
ENST00000664550.1	ENSG00000257750.3	LINC02445-202	LINC02445	11	11
ENST00000809336.1	ENSG00000257750.3	LINC02445-203	LINC02445	11	11
ENST00000809340.1	ENSG00000257750.3	LINC02445-207	LINC02445	11	11
ENST00000809339.1	ENSG00000257750.3	LINC02445-206	LINC02445	11	11
ENST00000716242.1	ENSG00000251138.8	LINC02882-221	LINC02882	11	11
ENST00000756771.1	ENSG00000251138.8	LINC02882-233	LINC02882	11	11
ENST00000549140.2	ENSG00000258332.3	LINC02394-201	LINC02394	11	11
ENST00000647598.1	ENSG00000258332.3	LINC02394-202	LINC02394	11	11
ENST00000716243.1	ENSG00000251138.8	LINC02882-222	LINC02882	11	11
ENST00000549905.5	ENSG00000251138.8	LINC02882-203	LINC02882	11	11
ENST00000662107.2	ENSG00000251138.8	LINC02882-210	LINC02882	11	11
ENST00000756774.1	ENSG00000251138.8	LINC02882-236	LINC02882	11	11
ENST00000716244.1	ENSG00000251138.8	LINC02882-223	LINC02882	11	11
ENST00000756776.1	ENSG00000251138.8	LINC02882-238	LINC02882	11	11
ENST00000756775.1	ENSG00000251138.8	LINC02882-237	LINC02882	11	11
ENST00000756778.1	ENSG00000251138.8	LINC02882-240	LINC02882	11	11
ENST00000756773.1	ENSG00000251138.8	LINC02882-235	LINC02882	11	11
ENST00000756777.1	ENSG00000251138.8	LINC02882-239	LINC02882	11	11
ENST00000515416.8	ENSG00000251138.8	LINC02882-201	LINC02882	11	11
ENST00000658833.1	ENSG00000251138.8	LINC02882-209	LINC02882	11	11
ENST00000670573.1	ENSG00000251138.8	LINC02882-219	LINC02882	11	11
ENST00000551726.2	ENSG00000251138.8	LINC02882-205	LINC02882	11	11
ENST00000656876.1	ENSG00000251138.8	LINC02882-207	LINC02882	11	11
ENST00000668228.1	ENSG00000251138.8	LINC02882-214	LINC02882	11	11
ENST00000665895.1	ENSG00000251138.8	LINC02882-212	LINC02882	11	11
ENST00000668997.1	ENSG00000251138.8	LINC02882-216	LINC02882	11	11
ENST00000658677.1	ENSG00000251138.8	LINC02882-208	LINC02882	11	11
ENST00000670471.1	ENSG00000251138.8	LINC02882-218	LINC02882	11	11
ENST00000668665.1	ENSG00000251138.8	LINC02882-215	LINC02882	11	11
ENST00000716246.1	ENSG00000251138.8	LINC02882-225	LINC02882	11	11
ENST00000716247.1	ENSG00000251138.8	LINC02882-226	LINC02882	11	11
ENST00000716248.1	ENSG00000251138.8	LINC02882-227	LINC02882	11	11
ENST00000716249.1	ENSG00000251138.8	LINC02882-228	LINC02882	11	11
ENST00000716250.1	ENSG00000251138.8	LINC02882-229	LINC02882	11	11
ENST00000756779.1	ENSG00000251138.8	LINC02882-241	LINC02882	11	11
ENST00000551210.2	ENSG00000251138.8	LINC02882-204	LINC02882	11	11
ENST00000548427.2	ENSG00000251138.8	LINC02882-202	LINC02882	11	11
ENST00000756780.1	ENSG00000251138.8	LINC02882-242	LINC02882	11	11
ENST00000550926.1	ENSG00000257386.1	ENST00000550926	ENSG00000257386	11	11
ENST00000748321.1	ENSG00000297497.1	ENST00000748321	ENSG00000297497	11	11
ENST00000748322.1	ENSG00000297497.1	ENST00000748322	ENSG00000297497	11	11
ENST00000748323.1	ENSG00000297497.1	ENST00000748323	ENSG00000297497	11	11
ENST00000748205.1	ENSG00000297480.1	ENST00000748205	ENSG00000297480	11	11
ENST00000783965.1	ENSG00000302086.1	ENST00000783965	ENSG00000302086	11	11
ENST00000783966.1	ENSG00000302086.1	ENST00000783966	ENSG00000302086	11	11
ENST00000759001.1	ENSG00000298920.1	ENST00000759001	ENSG00000298920	11	11
ENST00000759002.1	ENSG00000298920.1	ENST00000759002	ENSG00000298920	11	11
ENST00000770027.1	ENSG00000300204.1	ENST00000770027	ENSG00000300204	11	11
ENST00000549762.1	ENSG00000257434.1	ENST00000549762	ENSG00000257434	11	11
ENST00000550049.1	ENSG00000257434.1	ENST00000550049	ENSG00000257434	11	11
ENST00000547040.1	ENSG00000257434.1	ENST00000547040	ENSG00000257434	11	11
ENST00000548779.2	ENSG00000254451.3	CAPS2-AS1-202	CAPS2-AS1	11	11
ENST00000751474.1	ENSG00000254451.3	CAPS2-AS1-204	CAPS2-AS1	11	11
ENST00000549953.1	ENSG00000254451.3	CAPS2-AS1-203	CAPS2-AS1	11	11
ENST00000534648.2	ENSG00000254451.3	CAPS2-AS1-201	CAPS2-AS1	11	11
ENST00000617300.1	ENSG00000273987.1	ENST00000617300	ENSG00000273987	11	11
ENST00000741378.1	ENSG00000258077.3	ENST00000741378	ENSG00000258077	11	11
ENST00000741377.1	ENSG00000258077.3	ENST00000741377	ENSG00000258077	11	11
ENST00000741379.1	ENSG00000258077.3	ENST00000741379	ENSG00000258077	11	11
ENST00000741857.1	ENSG00000296770.1	ENST00000741857	ENSG00000296770	11	11
ENST00000741372.1	ENSG00000258077.3	ENST00000741372	ENSG00000258077	11	11
ENST00000741371.1	ENSG00000258077.3	ENST00000741371	ENSG00000258077	11	11
ENST00000741374.1	ENSG00000258077.3	ENST00000741374	ENSG00000258077	11	11
ENST00000651075.1	ENSG00000286259.1	ENST00000651075	ENSG00000286259	11	11
ENST00000741395.1	ENSG00000258077.3	ENST00000741395	ENSG00000258077	11	11
ENST00000741373.1	ENSG00000258077.3	ENST00000741373	ENSG00000258077	11	11
ENST00000741385.1	ENSG00000258077.3	ENST00000741385	ENSG00000258077	11	11
ENST00000741380.1	ENSG00000258077.3	ENST00000741380	ENSG00000258077	11	11
ENST00000552466.2	ENSG00000258077.3	ENST00000552466	ENSG00000258077	11	11
ENST00000548702.1	ENSG00000258077.3	ENST00000548702	ENSG00000258077	11	11
ENST00000825755.1	ENSG00000307409.1	ENST00000825755	ENSG00000307409	11	11
ENST00000849117.1	ENSG00000310333.1	ENST00000849117	ENSG00000310333	11	11
ENST00000849118.1	ENSG00000310333.1	ENST00000849118	ENSG00000310333	11	11
ENST00000813166.1	ENSG00000305824.1	ENST00000813166	ENSG00000305824	11	11
ENST00000813228.1	ENSG00000257329.2	ENST00000813228	ENSG00000257329	11	11
ENST00000813229.1	ENSG00000257329.2	ENST00000813229	ENSG00000257329	11	11
ENST00000813230.1	ENSG00000257329.2	ENST00000813230	ENSG00000257329	11	11
ENST00000813231.1	ENSG00000257329.2	ENST00000813231	ENSG00000257329	11	11
ENST00000813168.1	ENSG00000305824.1	ENST00000813168	ENSG00000305824	11	11
ENST00000813167.1	ENSG00000305824.1	ENST00000813167	ENSG00000305824	11	11
ENST00000813240.1	ENSG00000257329.2	ENST00000813240	ENSG00000257329	11	11
ENST00000813414.1	ENSG00000305848.1	ENST00000813414	ENSG00000305848	11	11
ENST00000813415.1	ENSG00000305848.1	ENST00000813415	ENSG00000305848	11	11
ENST00000547721.2	ENSG00000257839.2	PHLDA1-DT-201	PHLDA1-DT	11	11
ENST00000838707.1	ENSG00000309118.1	ENST00000838707	ENSG00000309118	11	11
ENST00000838708.1	ENSG00000309118.1	ENST00000838708	ENSG00000309118	11	11
ENST00000553247.2	ENSG00000257219.7	LNCOG-202	LNCOG	11	11
ENST00000550380.7	ENSG00000257219.7	LNCOG-201	LNCOG	11	11
ENST00000818399.1	ENSG00000306428.1	ENST00000818399	ENSG00000306428	11	11
ENST00000818400.1	ENSG00000306428.1	ENST00000818400	ENSG00000306428	11	11
ENST00000750845.1	ENSG00000297764.1	ENST00000750845	ENSG00000297764	11	11
ENST00000832807.1	ENSG00000257526.4	ENST00000832807	ENSG00000257526	11	11
ENST00000702157.2	ENSG00000257526.4	ENST00000702157	ENSG00000257526	11	11
ENST00000832803.1	ENSG00000257526.4	ENST00000832803	ENSG00000257526	11	11
ENST00000832800.1	ENSG00000257526.4	ENST00000832800	ENSG00000257526	11	11
ENST00000832802.1	ENSG00000257526.4	ENST00000832802	ENSG00000257526	11	11
ENST00000832801.1	ENSG00000257526.4	ENST00000832801	ENSG00000257526	11	11
ENST00000832799.1	ENSG00000257526.4	ENST00000832799	ENSG00000257526	11	11
ENST00000832806.1	ENSG00000257526.4	ENST00000832806	ENSG00000257526	11	11
ENST00000551082.2	ENSG00000257526.4	ENST00000551082	ENSG00000257526	11	11
ENST00000670736.1	ENSG00000287030.1	ENST00000670736	ENSG00000287030	11	11
ENST00000552426.1	ENSG00000257910.1	ENST00000552426	ENSG00000257910	11	11
ENST00000721995.1	ENSG00000294230.1	ENST00000721995	ENSG00000294230	11	11
ENST00000721994.1	ENSG00000294230.1	ENST00000721994	ENSG00000294230	11	11
ENST00000721996.1	ENSG00000294230.1	ENST00000721996	ENSG00000294230	11	11
ENST00000721993.1	ENSG00000294230.1	ENST00000721993	ENSG00000294230	11	11
ENST00000721992.1	ENSG00000294230.1	ENST00000721992	ENSG00000294230	11	11
ENST00000667988.1	ENSG00000286476.1	ENST00000667988	ENSG00000286476	11	11
ENST00000552060.2	ENSG00000257677.3	LINC02464-201	LINC02464	11	11
ENST00000837069.1	ENSG00000257677.3	LINC02464-205	LINC02464	11	11
ENST00000837068.1	ENSG00000257677.3	LINC02464-204	LINC02464	11	11
ENST00000837067.1	ENSG00000257677.3	LINC02464-203	LINC02464	11	11
ENST00000837070.1	ENSG00000257677.3	LINC02464-206	LINC02464	11	11
ENST00000837066.1	ENSG00000257677.3	LINC02464-202	LINC02464	11	11
ENST00000837073.1	ENSG00000257677.3	LINC02464-209	LINC02464	11	11
ENST00000837072.1	ENSG00000257677.3	LINC02464-208	LINC02464	11	11
ENST00000837071.1	ENSG00000257677.3	LINC02464-207	LINC02464	11	11
ENST00000816212.1	ENSG00000306195.1	ENST00000816212	ENSG00000306195	11	11
ENST00000552736.3	ENSG00000257835.3	ENST00000552736	ENSG00000257835	11	11
ENST00000689956.1	ENSG00000289040.1	ENST00000689956	ENSG00000289040	11	11
ENST00000763016.1	ENSG00000258066.2	ENST00000763016	ENSG00000258066	11	11
ENST00000549993.2	ENSG00000258066.2	ENST00000549993	ENSG00000258066	11	11
ENST00000763017.1	ENSG00000258066.2	ENST00000763017	ENSG00000258066	11	11
ENST00000763018.1	ENSG00000258066.2	ENST00000763018	ENSG00000258066	11	11
ENST00000763019.1	ENSG00000258066.2	ENST00000763019	ENSG00000258066	11	11
ENST00000815310.1	ENSG00000258220.2	LINC02424-203	LINC02424	11	11
ENST00000815309.1	ENSG00000258220.2	LINC02424-202	LINC02424	11	11
ENST00000548512.2	ENSG00000258220.2	LINC02424-201	LINC02424	11	11
ENST00000815311.1	ENSG00000258220.2	LINC02424-204	LINC02424	11	11
ENST00000755375.1	ENSG00000258084.7	ENST00000755375	ENSG00000258084	11	11
ENST00000654030.1	ENSG00000258084.7	ENST00000654030	ENSG00000258084	11	11
ENST00000658392.2	ENSG00000258084.7	ENST00000658392	ENSG00000258084	11	11
ENST00000716270.1	ENSG00000257165.6	ENST00000716270	ENSG00000257165	11	11
ENST00000716271.1	ENSG00000257165.6	ENST00000716271	ENSG00000257165	11	11
ENST00000660149.1	ENSG00000258084.7	ENST00000660149	ENSG00000258084	11	11
ENST00000716272.1	ENSG00000257165.6	ENST00000716272	ENSG00000257165	11	11
ENST00000546865.5	ENSG00000257165.6	ENST00000546865	ENSG00000257165	11	11
ENST00000799436.1	ENSG00000257948.3	ENST00000799436	ENSG00000257948	11	11
ENST00000799624.1	ENSG00000304086.1	ENST00000799624	ENSG00000304086	11	11
ENST00000799437.1	ENSG00000257948.3	ENST00000799437	ENSG00000257948	11	11
ENST00000799438.1	ENSG00000257948.3	ENST00000799438	ENSG00000257948	11	11
ENST00000669513.1	ENSG00000257948.3	ENST00000669513	ENSG00000257948	11	11
ENST00000656363.2	ENSG00000257948.3	ENST00000656363	ENSG00000257948	11	11
ENST00000799439.1	ENSG00000257948.3	ENST00000799439	ENSG00000257948	11	11
ENST00000546563.1	ENSG00000257948.3	ENST00000546563	ENSG00000257948	11	11
ENST00000795600.1	ENSG00000257191.2	ENST00000795600	ENSG00000257191	11	11
ENST00000795599.1	ENSG00000257191.2	ENST00000795599	ENSG00000257191	11	11
ENST00000795604.1	ENSG00000257191.2	ENST00000795604	ENSG00000257191	11	11
ENST00000795603.1	ENSG00000257191.2	ENST00000795603	ENSG00000257191	11	11
ENST00000795602.1	ENSG00000257191.2	ENST00000795602	ENSG00000257191	11	11
ENST00000795601.1	ENSG00000257191.2	ENST00000795601	ENSG00000257191	11	11
ENST00000795598.1	ENSG00000257191.2	ENST00000795598	ENSG00000257191	11	11
ENST00000549527.1	ENSG00000257894.3	SYT1-AS1-201	SYT1-AS1	11	11
ENST00000550268.3	ENSG00000257894.3	SYT1-AS1-202	SYT1-AS1	11	11
ENST00000553165.1	ENSG00000257894.3	SYT1-AS1-203	SYT1-AS1	11	11
ENST00000830226.1	ENSG00000257474.6	ENST00000830226	ENSG00000257474	11	11
ENST00000552167.2	ENSG00000257474.6	ENST00000552167	ENSG00000257474	11	11
ENST00000551995.1	ENSG00000258048.1	PPP1R12A-AS2-201	PPP1R12A-AS2	11	11
ENST00000619055.1	ENSG00000277130.1	ENST00000619055	ENSG00000277130	11	11
ENST00000548469.1	ENSG00000258044.1	ENST00000548469	ENSG00000258044	11	11
ENST00000552885.2	ENSG00000257557.3	PPP1R12A-AS1-201	PPP1R12A-AS1	11	11
ENST00000798431.1	ENSG00000257557.3	PPP1R12A-AS1-203	PPP1R12A-AS1	11	11
ENST00000798430.1	ENSG00000257557.3	PPP1R12A-AS1-202	PPP1R12A-AS1	11	11
ENST00000798432.1	ENSG00000257557.3	PPP1R12A-AS1-204	PPP1R12A-AS1	11	11
ENST00000735560.1	ENSG00000296029.1	ENST00000735560	ENSG00000296029	11	11
ENST00000735561.1	ENSG00000296029.1	ENST00000735561	ENSG00000296029	11	11
ENST00000742756.1	ENSG00000296821.1	ENST00000742756	ENSG00000296821	11	11
ENST00000801015.1	ENSG00000304204.1	ENST00000801015	ENSG00000304204	11	11
ENST00000550634.1	ENSG00000257429.1	ENST00000550634	ENSG00000257429	11	11
ENST00000801016.1	ENSG00000304204.1	ENST00000801016	ENSG00000304204	11	11
ENST00000801017.1	ENSG00000304204.1	ENST00000801017	ENSG00000304204	11	11
ENST00000655211.1	ENSG00000257741.7	LINC01490-205	LINC01490	11	11
ENST00000548705.5	ENSG00000257741.7	LINC01490-201	LINC01490	11	11
ENST00000551399.1	ENSG00000257741.7	LINC01490-202	LINC01490	11	11
ENST00000669331.1	ENSG00000257741.7	LINC01490-211	LINC01490	11	11
ENST00000663278.1	ENSG00000257741.7	LINC01490-208	LINC01490	11	11
ENST00000772311.1	ENSG00000257741.7	LINC01490-212	LINC01490	11	11
ENST00000653991.1	ENSG00000257741.7	LINC01490-204	LINC01490	11	11
ENST00000653130.1	ENSG00000257741.7	LINC01490-203	LINC01490	11	11
ENST00000668136.1	ENSG00000257741.7	LINC01490-210	LINC01490	11	11
ENST00000656352.1	ENSG00000257741.7	LINC01490-206	LINC01490	11	11
ENST00000658715.1	ENSG00000257741.7	LINC01490-207	LINC01490	11	11
ENST00000664923.1	ENSG00000257741.7	LINC01490-209	LINC01490	11	11
ENST00000773990.1	ENSG00000300781.1	ENST00000773990	ENSG00000300781	11	11
ENST00000773998.1	ENSG00000300781.1	ENST00000773998	ENSG00000300781	11	11
ENST00000773991.1	ENSG00000300781.1	ENST00000773991	ENSG00000300781	11	11
ENST00000773994.1	ENSG00000300781.1	ENST00000773994	ENSG00000300781	11	11
ENST00000774001.1	ENSG00000300781.1	ENST00000774001	ENSG00000300781	11	11
ENST00000773996.1	ENSG00000300781.1	ENST00000773996	ENSG00000300781	11	11
ENST00000773992.1	ENSG00000300781.1	ENST00000773992	ENSG00000300781	11	11
ENST00000773995.1	ENSG00000300781.1	ENST00000773995	ENSG00000300781	11	11
ENST00000773999.1	ENSG00000300781.1	ENST00000773999	ENSG00000300781	11	11
ENST00000773997.1	ENSG00000300781.1	ENST00000773997	ENSG00000300781	11	11
ENST00000773993.1	ENSG00000300781.1	ENST00000773993	ENSG00000300781	11	11
ENST00000774000.1	ENSG00000300781.1	ENST00000774000	ENSG00000300781	11	11
ENST00000653205.2	ENSG00000258026.3	ACSS3-AS1-202	ACSS3-AS1	11	11
ENST00000547123.1	ENSG00000258026.3	ACSS3-AS1-201	ACSS3-AS1	11	11
ENST00000753047.1	ENSG00000258026.3	ACSS3-AS1-203	ACSS3-AS1	11	11
ENST00000654866.1	ENSG00000257467.6	PPFIA2-AS1-211	PPFIA2-AS1	11	11
ENST00000549161.5	ENSG00000257467.6	PPFIA2-AS1-202	PPFIA2-AS1	11	11
ENST00000550138.5	ENSG00000257467.6	PPFIA2-AS1-203	PPFIA2-AS1	11	11
ENST00000552534.5	ENSG00000257467.6	PPFIA2-AS1-209	PPFIA2-AS1	11	11
ENST00000551699.5	ENSG00000257467.6	PPFIA2-AS1-208	PPFIA2-AS1	11	11
ENST00000550938.5	ENSG00000257467.6	PPFIA2-AS1-205	PPFIA2-AS1	11	11
ENST00000550999.5	ENSG00000257467.6	PPFIA2-AS1-206	PPFIA2-AS1	11	11
ENST00000553197.5	ENSG00000257467.6	PPFIA2-AS1-210	PPFIA2-AS1	11	11
ENST00000551401.5	ENSG00000257467.6	PPFIA2-AS1-207	PPFIA2-AS1	11	11
ENST00000550302.5	ENSG00000257467.6	PPFIA2-AS1-204	PPFIA2-AS1	11	11
ENST00000547762.1	ENSG00000257467.6	PPFIA2-AS1-201	PPFIA2-AS1	11	11
ENST00000546936.2	ENSG00000258162.4	PPFIA2-AS2-201	PPFIA2-AS2	11	11
ENST00000666472.1	ENSG00000258162.4	PPFIA2-AS2-206	PPFIA2-AS2	11	11
ENST00000652105.1	ENSG00000258162.4	PPFIA2-AS2-203	PPFIA2-AS2	11	11
ENST00000671127.1	ENSG00000258162.4	PPFIA2-AS2-208	PPFIA2-AS2	11	11
ENST00000665004.1	ENSG00000258162.4	PPFIA2-AS2-205	PPFIA2-AS2	11	11
ENST00000656478.1	ENSG00000258162.4	PPFIA2-AS2-204	PPFIA2-AS2	11	11
ENST00000669351.1	ENSG00000258162.4	PPFIA2-AS2-207	PPFIA2-AS2	11	11
ENST00000550272.1	ENSG00000258162.4	PPFIA2-AS2-202	PPFIA2-AS2	11	11
ENST00000812124.1	ENSG00000305644.1	ENST00000812124	ENSG00000305644	11	11
ENST00000729692.1	ENSG00000295380.1	ENST00000729692	ENSG00000295380	11	11
ENST00000716274.1	ENSG00000257837.2	ENST00000716274	ENSG00000257837	11	11
ENST00000551856.1	ENSG00000257837.2	ENST00000551856	ENSG00000257837	11	11
ENST00000548575.1	ENSG00000257431.1	ENST00000548575	ENSG00000257431	11	11
ENST00000781967.1	ENSG00000286043.2	ENST00000781967	ENSG00000286043	11	11
ENST00000651263.2	ENSG00000286043.2	ENST00000651263	ENSG00000286043	11	11
ENST00000781969.1	ENSG00000286043.2	ENST00000781969	ENSG00000286043	11	11
ENST00000781968.1	ENSG00000286043.2	ENST00000781968	ENSG00000286043	11	11
ENST00000550279.1	ENSG00000258338.1	ENST00000550279	ENSG00000258338	11	11
ENST00000684924.2	ENSG00000288941.2	ENST00000684924	ENSG00000288941	11	11
ENST00000721225.1	ENSG00000288941.2	ENST00000721225	ENSG00000288941	11	11
ENST00000721226.1	ENSG00000288941.2	ENST00000721226	ENSG00000288941	11	11
ENST00000790412.1	ENSG00000302915.1	ENST00000790412	ENSG00000302915	11	11
ENST00000547795.2	ENSG00000257124.2	ENST00000547795	ENSG00000257124	11	11
ENST00000716306.1	ENSG00000289309.2	ENST00000716306	ENSG00000289309	11	11
ENST00000689302.2	ENSG00000289309.2	ENST00000689302	ENSG00000289309	11	11
ENST00000688936.3	ENSG00000289309.2	ENST00000688936	ENSG00000289309	11	11
ENST00000716307.1	ENSG00000289309.2	ENST00000716307	ENSG00000289309	11	11
ENST00000716308.1	ENSG00000289309.2	ENST00000716308	ENSG00000289309	11	11
ENST00000716309.1	ENSG00000289309.2	ENST00000716309	ENSG00000289309	11	11
ENST00000747843.1	ENSG00000289309.2	ENST00000747843	ENSG00000289309	11	11
ENST00000716310.1	ENSG00000289309.2	ENST00000716310	ENSG00000289309	11	11
ENST00000747844.1	ENSG00000289309.2	ENST00000747844	ENSG00000289309	11	11
ENST00000747952.1	ENSG00000297445.1	ENST00000747952	ENSG00000297445	11	11
ENST00000716311.1	ENSG00000289309.2	ENST00000716311	ENSG00000289309	11	11
ENST00000747845.1	ENSG00000289309.2	ENST00000747845	ENSG00000289309	11	11
ENST00000716312.1	ENSG00000289309.2	ENST00000716312	ENSG00000289309	11	11
ENST00000716314.1	ENSG00000289309.2	ENST00000716314	ENSG00000289309	11	11
ENST00000716315.1	ENSG00000289309.2	ENST00000716315	ENSG00000289309	11	11
ENST00000642846.1	ENSG00000257729.3	ENST00000642846	ENSG00000257729	11	11
ENST00000716317.1	ENSG00000289309.2	ENST00000716317	ENSG00000289309	11	11
ENST00000787793.1	ENSG00000257729.3	ENST00000787793	ENSG00000257729	11	11
ENST00000787794.1	ENSG00000257729.3	ENST00000787794	ENSG00000257729	11	11
ENST00000547882.1	ENSG00000257729.3	ENST00000547882	ENSG00000257729	11	11
ENST00000548619.1	ENSG00000257729.3	ENST00000548619	ENSG00000257729	11	11
ENST00000820899.1	ENSG00000306771.1	ENST00000820899	ENSG00000306771	11	11
ENST00000807987.1	ENSG00000289218.2	ENST00000807987	ENSG00000289218	11	11
ENST00000807984.1	ENSG00000289218.2	ENST00000807984	ENSG00000289218	11	11
ENST00000807981.1	ENSG00000289218.2	ENST00000807981	ENSG00000289218	11	11
ENST00000807982.1	ENSG00000289218.2	ENST00000807982	ENSG00000289218	11	11
ENST00000807983.1	ENSG00000289218.2	ENST00000807983	ENSG00000289218	11	11
ENST00000807985.1	ENSG00000289218.2	ENST00000807985	ENSG00000289218	11	11
ENST00000688085.2	ENSG00000289218.2	ENST00000688085	ENSG00000289218	11	11
ENST00000807986.1	ENSG00000289218.2	ENST00000807986	ENSG00000289218	11	11
ENST00000802020.1	ENSG00000304308.1	ENST00000802020	ENSG00000304308	11	11
ENST00000795874.1	ENSG00000258815.2	LINC02820-219	LINC02820	11	11
ENST00000795875.1	ENSG00000258815.2	LINC02820-220	LINC02820	11	11
ENST00000795862.1	ENSG00000258815.2	LINC02820-207	LINC02820	11	11
ENST00000795864.1	ENSG00000258815.2	LINC02820-209	LINC02820	11	11
ENST00000795884.1	ENSG00000258815.2	LINC02820-229	LINC02820	11	11
ENST00000795882.1	ENSG00000258815.2	LINC02820-227	LINC02820	11	11
